Src_IP_dec,Src_Port,Dst_IP_dec,Dst_Port,Protocol,Timestamp,Flow_Duration,Total_Fwd_Packet,Total_Bwd_packets,Total_Length_of_Fwd_Packet,Total_Length_of_Bwd_Packet,Fwd_Packet_Length_Max,Fwd_Packet_Length_Min,Fwd_Packet_Length_Mean,Fwd_Packet_Length_Std,Bwd_Packet_Length_Max,Bwd_Packet_Length_Min,Bwd_Packet_Length_Mean,Bwd_Packet_Length_Std,Flow_Bytes_per_s,Flow_Packets_per_s,Flow_IAT_Mean,Flow_IAT_Std,Flow_IAT_Max,Flow_IAT_Min,Fwd_IAT_Total,Fwd_IAT_Mean,Fwd_IAT_Std,Fwd_IAT_Max,Fwd_IAT_Min,Bwd_IAT_Total,Bwd_IAT_Mean,Bwd_IAT_Std,Bwd_IAT_Max,Bwd_IAT_Min,Fwd_PSH_Flags,Bwd_PSH_Flags,Fwd_URG_Flags,Bwd_URG_Flags,Fwd_RST_Flags,Bwd_RST_Flags,Fwd_Header_Length,Bwd_Header_Length,Fwd_Packets_per_s,Bwd_Packets_per_s,Packet_Length_Min,Packet_Length_Max,Packet_Length_Mean,Packet_Length_Std,Packet_Length_Variance,FIN_Flag_Count,SYN_Flag_Count,RST_Flag_Count,PSH_Flag_Count,ACK_Flag_Count,URG_Flag_Count,CWR_Flag_Count,ECE_Flag_Count,Down_per_Up_Ratio,Average_Packet_Size,Fwd_Segment_Size_Avg,Bwd_Segment_Size_Avg,Fwd_Bytes_per_Bulk_Avg,Fwd_Packet_per_Bulk_Avg,Fwd_Bulk_Rate_Avg,Bwd_Bytes_per_Bulk_Avg,Bwd_Packet_per_Bulk_Avg,Bwd_Bulk_Rate_Avg,Subflow_Fwd_Packets,Subflow_Fwd_Bytes,Subflow_Bwd_Packets,Subflow_Bwd_Bytes,FWD_Init_Win_Bytes,Bwd_Init_Win_Bytes,Fwd_Act_Data_Pkts,Fwd_Seg_Size_Min,Active_Mean,Active_Std,Active_Max,Active_Min,Idle_Mean,Idle_Std,Idle_Max,Idle_Min,ICMP_Code,ICMP_Type,Total_TCP_Flow_Time,Label,Attempted_Category,Attack_Label
2886729729,19083,3232238130,80,6,2026-09-12 00:03:54,7217988,7,6,20,11595,20,0,2.857142857,7.55928946,4380,0,1932.5,2179.47184,1609.174191,1.801055918,601499.0,1954861.826,6797341,3,7217988,1202998.0,2745768.743,6797341,95,418112,83622.4,186503.2234,417249,3,1,1,0,0,1,0,152,132,0.96979934,0.831256577,0,4380,893.4615385,1726.766468,2981722.436,1,2,1,2,12,0,0,0,0.857142857,893.4615385,2.857142857,1932.5,0,0,0,0,0,0,0,1,0,891,8192,229,1,20,420647.0,0.0,420647,420647,6797341.0,0.0,6797341,6797341,-1,-1,7217988,DDoS,-1,DDoS
2886729729,55211,3232238130,80,6,2026-09-12 00:04:00,12024598,8,5,20,11595,20,0,2.5,7.071067812,11595,0,2319.0,5185.44164,965.9366575,1.081117223,1002049.833,3297151.626,11461666,4,12024598,1717799.714,4301139.524,11461666,4,527178,131794.5,253275.7073,511574,4,1,1,0,0,1,0,172,112,0.665302907,0.415814317,0,11595,893.4615385,3215.416889,10338905.77,2,2,1,2,12,0,0,0,0.625,893.4615385,2.5,2319.0,0,0,0,0,0,0,0,1,0,891,8192,229,1,20,562932.0,0.0,562932,562932,11461666.0,0.0,11461666,11461666,-1,-1,12024598,DDoS,-1,DDoS
2886729729,55222,3232238130,80,6,2026-09-12 00:04:30,11587678,9,6,20,11595,20,0,2.222222222,6.666666667,10135,0,1932.5,4060.603096,1002.357849,1.294478497,827691.2857,3061032.65,11462662,2,11587678,1448459.75,4046572.686,11462662,2,93272,18654.4,34458.09797,79569,4,1,1,0,0,1,0,192,132,0.776687098,0.517791399,0,10135,774.3333333,2616.654671,6846881.667,2,2,1,2,14,0,0,0,0.666666667,774.3333333,2.222222222,1932.5,0,0,0,0,0,0,0,1,0,773,8192,229,1,20,125016.0,0.0,125016,125016,11462662.0,0.0,11462662,11462662,-1,-1,11587678,DDoS,-1,DDoS
2886729729,43462,3232238130,80,6,2026-09-12 00:04:30,127206,8,9,324,11606,324,0,40.5,114.5512986,4344,0,1289.555556,1687.243767,93784.88436,133.6414949,7950.375,22431.16978,82813,2,127206,18172.28571,32502.49694,83359,48,126611,15826.375,30926.92267,83254,2,1,2,0,0,3,0,228,296,62.89011525,70.75137965,0,4344,701.7647059,1357.245304,1842114.816,3,2,3,3,13,0,0,0,1.125,701.7647059,40.5,1289.555556,0,0,0,11606,6,137743,0,19,0,682,29200,235,1,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,127206,DoS Hulk,-1,DoS
2886729729,57265,3232238130,80,6,2026-09-12 00:04:30,11742674,8,6,20,11595,20,0,2.5,7.071067812,7300,0,1932.5,2721.635078,989.1273487,1.192232706,903282.6154,3241826.631,11692685,1,11742674,1677524.857,4416288.59,11692685,1,36814,7362.8,16055.14213,36083,112,1,1,0,0,1,0,172,132,0.681275832,0.510956874,0,7300,829.6428571,1957.390791,3831378.709,1,2,1,2,13,0,0,0,0.75,829.6428571,2.5,1932.5,0,0,0,11595,4,23424242,0,1,0,828,8192,229,1,20,49989.0,0.0,49989,49989,11692685.0,0.0,11692685,11692685,-1,-1,11742674,DDoS,-1,DDoS
2886729729,43480,3232238130,80,6,2026-09-12 00:04:36,7591,7,6,315,11595,315,0,45.0,119.058809,5792,0,1932.5,2181.008184,1568963.246,1712.554341,632.5833333,1405.519604,5052,43,7591,1265.166667,1878.6288,5052,223,6287,1257.4,2559.255028,5834,43,1,1,0,0,1,0,232,200,922.144645,790.4096957,0,5792,916.1538462,1717.050613,2948262.808,1,2,1,2,12,0,0,0,0.857142857,916.1538462,45.0,1932.5,0,0,0,11595,4,39982758,0,24,0,891,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,7591,DoS Hulk,-1,DoS
2886729729,43496,3232238130,80,6,2026-09-12 00:04:48,30353,8,6,346,11606,346,0,43.25,122.3294731,8688,0,1934.333333,3506.629189,393766.6787,461.2394162,2334.846154,4577.151695,15959,33,30353,4336.142857,6609.095183,18062,48,28197,5639.4,6914.784364,16522,183,1,2,0,0,3,0,228,200,263.5653807,197.6740355,0,8688,853.7142857,2383.407981,5680633.604,3,2,3,3,10,0,0,0,0.75,853.7142857,43.25,1934.333333,0,0,0,0,0,0,0,24,0,829,29200,235,1,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,30353,DoS Hulk,-1,DoS
2886729729,43556,3232238130,80,6,2026-09-12 00:04:48,3467,7,6,369,11595,369,0,52.71428571,139.4688905,5792,0,1932.5,2537.820147,3450822.036,3749.639458,288.9166667,527.1860907,1625,1,3467,577.8333333,774.0944172,1676,1,1956,391.2,745.4640836,1722,2,1,1,0,0,1,0,232,200,2019.036631,1730.602827,0,5792,920.3076923,1909.092122,3644632.731,1,2,1,2,12,0,0,0,0.857142857,920.3076923,52.71428571,1932.5,0,0,0,0,0,0,0,28,0,891,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,3467,DoS Hulk,-1,DoS
2886729729,43544,3232238130,80,6,2026-09-12 00:04:48,26359,8,8,381,11606,381,0,47.625,134.7038418,5792,0,1450.75,2320.010514,454759.2853,607.0033006,1757.266667,4542.009899,17651,9,26359,3765.571429,7199.134227,19763,216,24199,3457.0,6723.778154,18205,47,1,2,0,0,3,0,228,264,303.5016503,303.5016503,0,5792,749.1875,1745.072996,3045279.763,3,2,3,3,12,0,0,0,1.0,749.1875,47.625,1450.75,0,0,0,11606,5,602439,0,23,0,725,29200,235,1,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,26359,DoS Hulk,-1,DoS
2886729729,43542,3232238130,80,6,2026-09-12 00:04:48,5333,9,6,326,11595,326,0,36.22222222,108.6666667,5792,0,1932.5,2537.820147,2235327.208,2812.675792,380.9285714,733.5953049,2881,3,5333,666.625,932.8402003,2881,3,1004,200.8,206.061156,551,49,1,1,0,0,1,0,296,200,1687.605475,1125.070317,0,5792,794.7333333,1797.662231,3231589.495,1,2,1,2,14,0,0,0,0.666666667,794.7333333,36.22222222,1932.5,0,0,0,0,0,0,0,21,0,773,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,5333,DoS Hulk,-1,DoS
2886729729,43660,3232238130,80,6,2026-09-12 00:04:54,14645,6,4,293,11595,293,0,48.83333333,119.6167491,11595,0,2898.75,5797.5,811744.6227,682.8269034,1627.222222,3334.076888,10320,5,14645,2929.0,5443.266437,12653,210,11874,3958.0,5563.476162,10320,5,1,1,0,0,1,0,200,136,409.696142,273.1307614,0,11595,1188.8,3657.525265,13377491.07,1,2,1,2,9,0,0,0,0.666666667,1188.8,48.83333333,2898.75,0,0,0,0,0,0,0,29,0,1159,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,14645,DoS Hulk,-1,DoS
2886729729,43586,3232238130,80,6,2026-09-12 00:04:54,7572,8,6,316,11595,316,0,39.5,111.7228714,5792,0,1932.5,2537.820147,1573032.224,1848.917063,582.4615385,1429.858654,5266,2,7572,1081.714286,2072.595853,5727,4,1406,281.2,437.1529481,1028,2,1,1,0,0,1,0,264,200,1056.524036,792.3930269,0,5792,850.7857143,1851.738068,3428933.874,1,2,1,2,13,0,0,0,0.75,850.7857143,39.5,1932.5,0,0,0,0,0,0,0,22,0,828,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,7572,DoS Hulk,-1,DoS
2886729729,43584,3232238130,80,6,2026-09-12 00:04:54,7794,8,6,354,11595,354,0,44.25,125.1579003,5792,0,1932.5,2537.820147,1533102.386,1796.253528,599.5384615,1072.958885,3295,1,7794,1113.428571,1396.695368,3295,1,2079,415.8,767.1549387,1782,2,1,1,0,0,1,0,264,200,1026.430588,769.8229407,0,5792,853.5,1850.921548,3425910.577,1,2,1,2,13,0,0,0,0.75,853.5,44.25,1932.5,0,0,0,0,0,0,0,25,0,828,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,7794,DoS Hulk,-1,DoS
2886729729,43600,3232238130,80,6,2026-09-12 00:04:54,4063,9,6,352,11595,352,0,39.11111111,117.3333333,5792,0,1932.5,2537.820147,2940438.1,3691.85331,290.2142857,388.1425548,1465,2,4063,507.875,540.5096636,1750,18,1322,264.4,461.7881549,1086,2,1,1,0,0,1,0,296,200,2215.111986,1476.741324,0,5792,796.4666667,1797.190461,3229893.552,1,2,1,2,14,0,0,0,0.666666667,796.4666667,39.11111111,1932.5,0,0,0,0,0,0,0,23,0,773,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,4063,DoS Hulk,-1,DoS
2886729729,43758,3232238130,80,6,2026-09-12 00:05:00,4571,7,4,387,11595,387,0,55.28571429,146.2722511,11595,0,2898.75,5797.5,2621308.248,2406.475607,457.1,642.0438632,1837,6,4571,761.8333333,908.2196687,1961,28,2387,795.6666667,1023.504926,1952,6,1,1,0,0,1,0,232,136,1531.393568,875.0820389,0,11595,1089.272727,3486.289262,12154212.82,1,2,1,2,10,0,0,0,0.571428571,1089.272727,55.28571429,2898.75,0,0,0,0,0,0,0,35,0,1054,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,4571,DoS Hulk,-1,DoS
2886729729,43678,3232238130,80,6,2026-09-12 00:05:00,7849,6,5,347,11595,347,0,57.83333333,141.6621568,5792,0,2319.0,2629.518777,1521467.703,1401.452414,784.9,1186.571574,3802,63,7849,1569.8,1698.538107,3802,187,5500,1375.0,2093.638778,4482,63,1,1,0,0,1,0,200,168,764.4285896,637.0238247,0,5792,1085.636364,2042.107258,4170202.055,1,2,1,2,10,0,0,0,0.833333333,1085.636364,57.83333333,2319.0,0,0,0,0,0,0,0,31,0,1054,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,7849,DoS Hulk,-1,DoS
2886729729,43786,3232238130,80,6,2026-09-12 00:05:00,15686,8,8,309,11595,309,0,38.625,109.2479977,5792,0,1449.375,2323.928013,758893.2806,1020.01785,1045.733333,3153.98871,12395,2,15686,2240.857143,4709.700501,12884,2,15156,2165.142857,4661.499416,12663,3,1,1,0,0,3,0,228,264,510.0089252,510.0089252,0,5792,744.0,1748.311528,3056593.2,3,2,3,2,12,0,0,0,1.0,744.0,38.625,1449.375,0,0,0,0,0,0,0,19,0,724,29200,235,1,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,15686,DoS Hulk,-1,DoS
2886729729,43726,3232238130,80,6,2026-09-12 00:05:00,15896,8,9,329,11595,329,0,41.125,116.3190655,5792,0,1288.333333,1975.513857,750125.8178,1069.451434,993.5,2973.64109,12088,1,15896,2270.857143,4585.309965,12621,1,15311,1913.875,4325.422405,12543,1,1,1,0,0,3,0,228,296,503.2712632,566.1801711,0,5792,701.4117647,1539.157077,2369004.507,3,2,3,2,13,0,0,0,1.125,701.4117647,41.125,1288.333333,0,0,0,11595,4,40121107,0,19,0,682,29200,235,1,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,15896,DoS Hulk,-1,DoS
